Lat,Long,W4568d,W1010d,W4579d,W4584d,W4595d,W4621d,W4623d,W4642d,W4623d,W4643d,W1010_S,W4568_S,W4579_S,W4584_S,W4589_S,W4595_S,W4621_S,W4623_S,W4642_S,W4643_S,W1010y ,W4568y,W4579Y,W4584y,W4589y,W4595y,W4621y,W4623y,W4642y,W4643y
42.5443944,83.358941,8.813215742,5.193109576,3.389022629,0.104011449,2.403891175,7.221789829,4.721292008,38.22624005,4.537006363,8.041226141,6,2,1,492,1,78,1,12,26,0,0,0,0,1,0,0,0,0,0,0
42.298535,85.6553681,8.600566783,2.910504748,3.200870566,2.23425499,0.615166632,6.242031357,2.413100189,35.91669572,2.228639915,5.96114292,5,6,62,18,0,268,1,29,22,0,0,0,0,0,0,1,0,0,0,0
42.5456643,82.9020782,8.879491223,5.640023828,3.563174086,0.531318916,2.856159383,7.445723739,5.17472652,38.68056355,4.992495228,8.447824401,6,2,1,491,1,56,0,13,26,0,0,0,0,1,0,0,0,0,0,0
40.0600422,85.6555287,6.39497852,3.080517935,1.409819417,3.279270821,2.849582159,4.053116355,3.028050155,35.74219564,3.060905098,4.973102652,5,5,351,4,0,37,9,17,9,1,0,0,1,0,0,0,0,0,0,0
41.8835102,87.6287569,8.716149305,0.92876442,4.077070333,4.241551704,2.153273056,5.811216031,0.413192658,33.91043237,0.375554918,4.209179858,34,18,37,2,0,66,4,893,30,2,0,0,1,0,0,0,0,0,0,0
41.6745269,86.8904702,8.270117857,1.558624689,3.383382923,3.552379195,1.690447613,5.531758963,1.176574113,34.62441513,1.103307657,4.602165451,32,20,82,2,0,158,3,845,40,1,0,0,0,0,0,0,0,1,0,0
39.8864559,85.9349261,6.287701023,2.91844257,1.587285287,3.597525703,3.028656996,3.819587141,2.931405732,35.45534973,2.994059776,4.659138862,9,2,358,3,0,17,13,23,9,1,0,0,1,0,0,0,0,0,0,0
39.760462,86.0555892,6.196995494,2.886129963,1.664339417,3.771974671,3.164323498,3.672963435,2.937651584,35.3296787,3.016465648,4.512692393,8,2,355,2,0,3,12,21,9,1,0,0,1,0,0,0,0,0,0,0
39.9823763,90.7578114,8.88148544,2.732591856,6.344322402,7.739748583,5.812912588,5.578989678,3.342042549,30.64228509,3.610631218,1.252405055,18,1,7,2,0,4,0,63,7,56,0,0,0,0,0,0,0,0,0,1
40.7957038,89.6339912,8.749957231,1.353887102,5.389180261,6.427434429,4.4345633,5.494227122,1.954824508,31.81581302,2.223917161,2.18990653,39,3,3,0,0,2,2,253,4,7,0,0,0,0,0,0,0,1,0,0
42.6078662,85.0797014,8.843204974,3.555215315,3.333862297,1.658367555,0.72106179,6.663913694,3.03730278,36.52343466,2.835321888,6.608799998,7,8,50,227,1,281,1,12,32,0,0,0,0,0,0,1,0,0,0,0
39.6036157,86.1570529,6.074814438,2.898298388,1.731430279,3.955345202,3.331725708,3.501341368,2.990258584,35.22253335,3.085020204,4.381122639,8,2,338,1,0,3,15,21,9,1,0,0,1,0,0,0,0,0,0,0
38.7882092,89.9491141,7.474969306,3.029526956,5.529542271,7.487290634,5.893628648,4.182226126,3.673827828,31.41205578,3.958461427,0.508808909,15,1,7,2,0,4,4,36,12,76,0,0,0,0,0,0,0,0,0,1
42.5261887,82.905263,8.859757321,5.633002822,3.544247219,0.525588932,2.855542694,7.427359595,5.16927034,38.6753089,4.98786299,8.436278775,6,2,1,491,1,56,0,13,25,0,0,0,0,1,0,0,0,0,0,0
38.7169506,90.1239085,7.559251463,3.18109465,5.710774986,7.674583384,6.068844817,4.275900183,3.827201512,31.23644571,4.112099863,0.337215084,12,1,7,2,0,4,1,33,13,78,0,0,0,0,0,0,0,0,0,1
38.0028831,87.5752976,5.280527256,3.508791282,3.400314001,6.093050001,5.239422814,2.049878778,3.951344404,33.78553685,4.171018774,2.981610896,3,0,41,0,1,2,46,6,5,17,0,0,0,0,0,0,1,0,0,0
42.4325116,89.0201714,9.803464965,1.185228193,5.523936227,5.59286722,3.319382667,6.698631022,1.103213367,32.59029919,1.171773185,3.937676731,33,13,12,2,0,8,3,869,25,2,0,0,0,0,0,0,0,1,0,0
41.7538072,87.866177,8.688124353,0.658512243,4.188735404,4.495558737,2.423809922,5.726475431,0.245035339,33.66107194,0.40918893,3.954571782,42,18,35,2,0,47,4,925,31,2,0,0,0,0,0,0,0,1,0,0
42.7381499,84.6756983,8.951088845,3.979504495,3.411187862,1.277595772,1.073007975,6.898328566,3.460422803,36.9398758,3.255422159,7.014458081,9,5,35,464,1,252,1,17,40,0,0,0,0,0,0,1,0,0,0,0
41.5518983,87.180301,8.24683437,1.254061599,3.519807617,3.862639109,1.982176378,5.426744158,0.937604277,34.32438556,0.92873868,4.300942856,37,18,68,2,0,99,3,871,33,2,0,0,0,0,0,0,0,1,0,0
41.8667859,88.2055536,8.931425993,0.509889258,4.532228034,4.815586507,2.68111156,5.913894903,0.176420653,33.3350108,0.440085748,3.831805898,41,14,17,2,0,22,4,937,27,2,0,0,0,0,0,0,0,1,0,0
39.6189071,86.1602755,6.090382052,2.886278185,1.737050477,3.946523841,3.316969548,3.515940586,2.976357823,35.21984343,3.070541315,4.380908986,8,2,338,1,0,3,15,21,9,1,0,0,1,0,0,0,0,0,0,0
40.2211371,85.4589915,6.517844461,3.195180936,1.34562109,3.027733814,2.701522582,4.26226769,3.093436027,35.94637065,3.103316466,5.205824114,5,5,332,4,0,46,4,15,8,1,0,0,1,0,0,0,0,0,0,0
42.8647646,85.6866638,9.1653855,3.103038736,3.741562484,2.294164146,0.065265445,6.796059602,2.533048434,35.95168333,2.302813141,6.289365155,4,6,25,20,0,290,1,12,23,0,0,0,0,0,0,1,0,0,0,0
43.0545689,83.7148397,9.28746678,4.990909657,3.791206055,0.654921551,2.025528508,7.529048001,4.469443403,37.9318396,4.259433906,7.990638454,6,2,1,493,1,107,1,12,29,0,0,0,0,1,0,0,0,0,0,0
32.5030578,84.9748812,1.415317678,9.549349772,6.851995752,10.08249766,10.43318887,4.033756829,9.909627037,36.8567371,10.08706767,8.324039179,1,0,1,2,0,1,0,9,0,0,0,0,0,0,0,0,0,1,0,0
42.3847796,71.071412,15.8497076,17.38207413,13.71859795,12.35626056,14.67303346,16.83476076,16.97443697,50.44573573,16.80992285,19.72081851,3,0,2,0,0,0,0,5,5,1,0,0,0,0,0,0,0,1,0,0
46.0970878,88.3547353,12.9285452,4.690632631,7.810481786,6.120678471,4.126683902,10.08671739,4.182127128,33.89210705,3.962875023,7.626184162,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0
43.1799162,85.2900834,9.431375278,3.602358519,3.936671567,1.994771655,0.521243996,7.175487494,3.021658038,36.38536734,2.782369565,6.795576247,4,3,5,100,1,295,1,7,26,0,0,0,0,0,0,1,0,0,0,0
42.0228977,88.1460652,9.04795604,0.676518797,4.573004066,4.739427858,2.568480073,6.050623541,0.143338106,33.41079487,0.300705832,3.993312812,35,14,16,2,0,22,4,912,26,2,0,0,0,0,0,0,0,1,0,0
30.2137919,97.7255138,13.80762713,14.55230096,16.10958609,18.82962572,17.46213281,12.51348939,15.19905184,25.00709543,15.48272371,11.22380275,2,0,1,3,0,3,1,3,0,2,0,0,0,0,0,0,0,1,0,0
39.8330359,89.6299551,7.997561129,1.981652687,5.207219881,6.738294963,4.962710201,4.704999804,2.629266509,31.76152826,2.913837574,1.349897188,34,1,7,2,0,4,2,105,13,66,0,0,0,0,0,0,0,1,0,0
37.7596276,89.2830928,6.300183283,3.746727604,5.086453838,7.512649266,6.25294401,3.039508833,4.348770224,32.08170756,4.621328213,1.546923008,1,1,5,2,1,3,23,5,10,73,0,0,0,0,0,0,0,0,0,1
42.155491,88.3400231,9.249906193,0.753412524,4.807859901,4.922427286,2.711584479,6.227507769,0.377478893,33.23276172,0.460211921,3.996081702,35,14,14,2,0,13,4,906,26,2,0,0,0,0,0,0,0,1,0,0
42.306194,83.4851913,8.562442198,5.02193011,3.123201728,0.170020712,2.329132338,6.952204056,4.570250417,38.07549645,4.397017257,7.819324355,6,2,3,491,1,82,0,12,26,0,0,0,0,1,0,0,0,0,0,0
32.2871875,90.1830478,5.985708518,9.287532184,9.086983454,12.21674396,11.51507019,5.193165421,9.875073134,31.76706666,10.14059685,6.485140361,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
43.5438812,88.3612691,10.53001864,2.137864275,5.748204751,5.050212047,2.701940071,7.580692777,1.648705627,33.39761669,1.462608211,5.217010945,20,9,9,2,0,5,3,493,11,2,0,0,0,0,0,0,0,1,0,0
28.017116,82.1211208,6.204078826,14.79999735,11.55399794,14.50790555,15.32365905,9.333245534,15.11654081,40.5851428,15.27293749,13.60309653,0,0,1,0,0,2,3,7,1,0,0,0,0,0,0,0,0,1,0,0
39.5176966,85.7761155,5.891560312,3.254403785,1.342016625,3.769546937,3.391064808,3.498142504,3.305704242,35.60041844,3.379670834,4.741229592,5,2,347,4,0,3,13,13,8,1,0,0,1,0,0,0,0,0,0,0
41.9252019,87.6533791,8.764008605,0.930281268,4.12238767,4.260448404,2.15562364,5.85631092,0.386295196,33.89026648,0.328229669,4.223759818,32,18,36,2,0,65,4,894,30,2,0,0,0,0,0,0,0,1,0,0
38.5219058,89.9228904,7.279696119,3.250313385,5.536234868,7.599206907,6.06464768,3.998153963,3.891031964,31.43602183,4.174902148,0.587878435,13,1,7,2,0,4,5,33,12,75,0,0,0,0,0,0,0,0,0,1
42.4523745,83.3440389,8.723607083,5.188330056,3.306941708,0.084487349,2.434176302,7.147386931,4.724948653,38.23116362,4.545065949,8.011634911,6,2,1,491,1,72,0,12,26,0,0,0,0,1,0,0,0,0,0,0
42.2619049,83.4938571,8.517486488,5.005650591,3.07840043,0.214729561,2.332649135,6.908954692,4.558145134,38.06234442,4.387131874,7.791629573,6,2,3,491,1,82,0,12,26,0,0,0,0,0,0,0,0,1,0,0
40.0218665,86.1613458,6.477285483,2.654632704,1.847286936,3.667243781,2.917947749,3.914343935,2.675266233,35.23514973,2.745318908,4.475767823,9,5,359,0,0,43,12,34,10,1,0,0,1,0,0,0,0,0,0,0
42.5517775,82.9622946,8.8756366,5.582311087,3.543037698,0.472937064,2.795654711,7.42040609,5.115690492,38.62135489,4.932936671,8.396766639,6,2,1,491,1,60,0,13,26,0,0,0,0,1,0,0,0,0,0,0
42.6969749,83.136471,8.99305715,5.444517534,3.608558435,0.371414735,2.607220318,7.461198946,4.963312173,38.46418999,4.773384525,8.309354181,6,2,1,492,1,69,0,12,26,0,0,0,0,1,0,0,0,0,0,0
41.9273344,87.6746008,8.773911444,0.913945954,4.140252239,4.281230351,2.173566848,5.861879563,0.365070328,33.86938344,0.312351437,4.211301336,33,18,36,2,0,60,4,893,30,2,0,0,0,0,0,0,0,1,0,0
41.9277446,87.6422902,8.762245874,0.940915598,4.115369368,4.249126566,2.1445976,5.857040036,0.397381617,33.9015602,0.334184189,4.233028225,32,18,36,2,0,67,4,893,30,2,0,0,0,0,0,0,0,1,0,0
39.7638035,89.6778376,7.977054735,2.065737545,5.24877106,6.809572516,5.043254405,4.681178735,2.71336336,31.71061794,2.997952308,1.265854353,33,1,7,2,0,3,2,102,13,66,0,0,1,0,0,0,0,0,0,0
41.598732,87.8943819,8.557744912,0.565102787,4.124675076,4.550406383,2.525479125,5.580627604,0.358841564,33.61784711,0.564221689,3.819790512,42,17,36,2,0,44,4,927,30,2,0,0,0,0,0,0,0,1,0,0
42.0804331,87.9729871,9.030259687,0.811606243,4.469271851,4.561913022,2.386184325,6.068079845,0.167439235,33.58912614,0.124297657,4.141814991,32,18,19,2,0,38,4,899,28,2,0,0,0,0,0,0,0,1,0,0
39.8232601,86.2790164,6.320663156,2.667882888,1.896400342,3.887962821,3.132832146,3.702329675,2.743168794,35.10893074,2.83478758,4.309999512,10,2,353,0,0,3,14,25,9,1,0,0,1,0,0,0,0,0,0,0
42.4995258,83.0829439,8.805360153,5.453574467,3.446162028,0.346079733,2.683501236,7.314818965,4.989699831,38.49579603,4.80873102,8.26552062,6,2,1,491,1,64,0,13,26,0,0,0,0,1,0,0,0,0,0,0
42.8880753,78.8753489,10.63724126,9.664772402,6.60802761,4.571573421,6.859777047,10.33437987,9.21459488,42.72087031,9.03368413,12.29359717,2,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
41.5914614,88.039289,8.611520912,0.428420665,4.242673431,4.694087237,2.654040955,5.606172129,0.335384217,33.47290852,0.593131453,3.718581738,44,17,33,2,0,30,4,941,30,2,0,0,0,0,0,0,0,1,0,0
41.9336629,84.9676122,8.162523939,3.498223589,2.650702166,1.629638104,1.240711053,6.043695909,3.072066165,36.56326459,2.921254287,6.337920138,7,8,75,243,0,255,1,14,25,0,0,0,0,0,0,1,0,0,0,0
41.6215456,86.6924234,8.161554048,1.74676589,3.205212251,3.37247772,1.603983344,5.475768195,1.381406358,34.81661393,1.304970093,4.725111469,33,20,136,2,0,185,3,832,40,0,0,0,0,0,0,1,0,0,0,0
40.8702606,88.6598553,8.266978577,0.585483132,4.484334224,5.470394698,3.564925519,5.112006453,1.225153155,32.7927977,1.509619783,2.767148545,65,14,17,2,0,8,5,972,29,2,0,0,0,0,0,0,0,1,0,0
41.8124225,87.7219205,8.685510369,0.812432452,4.106916952,4.343978464,2.269116265,5.756724421,0.337724523,33.81049394,0.384303139,4.0939839,39,18,37,2,0,55,4,911,31,2,0,0,0,0,0,0,0,1,0,0
41.6125382,88.1207493,8.665378862,0.367971464,4.322939593,4.770328818,2.71493932,5.64648489,0.324596271,33.39385095,0.600645649,3.682396186,47,14,28,2,0,23,4,944,29,2,0,0,0,0,0,0,0,1,0,0
41.6308326,87.9330207,8.602883004,0.541382429,4.174596652,4.582382925,2.542310594,5.620297101,0.314639193,33.58246883,0.534583334,3.817995002,42,17,34,2,0,43,4,929,30,2,0,0,0,0,0,0,0,1,0,0
41.9100348,87.731958,8.779548525,0.857141164,4.174430137,4.340319987,2.232581277,5.854582469,0.308171646,33.8105346,0.292832956,4.1605351,35,18,34,2,0,55,4,896,30,2,0,0,0,0,0,0,0,0,1,0
41.8064956,88.041123,8.807518409,0.554708713,4.362370589,4.660629025,2.555818038,5.815694469,0.120358561,33.4923424,0.391065544,3.8833158,42,17,24,2,0,31,4,932,30,2,0,0,0,0,0,0,0,1,0,0
43.2688936,86.2513333,9.658407821,2.862809285,4.328406619,2.935823456,0.629583534,7.137681258,2.23589901,35.44485441,1.968665437,6.161402321,4,5,5,2,0,254,1,15,20,1,0,0,0,0,0,1,0,0,0,0
41.066999,73.545205,13.05868873,14.88464164,11.03821842,9.980748554,12.32820365,14.05210764,14.51994747,47.88837482,14.37648395,17.06799906,4,1,5,2,2,8,4,23,4,4,0,0,0,0,0,0,0,1,0,0
39.9096577,86.0589963,6.341720824,2.800812979,1.711816472,3.668873907,3.016296842,3.819302873,2.827033373,35.33238176,2.89690832,4.544584938,8,5,359,2,0,25,12,24,10,1,0,0,1,0,0,0,0,0,0,0
38.654299,86.453266,5.282485365,3.386572637,2.118830614,4.866786473,4.314407048,2.521341786,3.636789811,34.90637417,3.787419038,4.005766722,6,1,266,0,1,1,40,10,6,1,0,0,0,0,0,0,1,0,0,0
42.4521738,85.6605051,8.753305936,2.95637515,3.34549759,2.233143482,0.462395358,6.392681471,2.436472728,35.92864072,2.238153499,6.049365977,5,6,55,22,0,271,1,26,22,0,0,0,0,0,0,1,0,0,0,0
41.8656291,87.7805607,8.757208821,0.791762874,4.185788963,4.394373881,2.295982434,5.819633331,0.266243271,33.75759415,0.313293809,4.09515236,37,18,34,2,0,50,4,907,30,2,0,0,0,0,0,0,0,1,0,0
41.2602857,85.8412956,7.608445556,2.58882782,2.377623866,2.698303133,1.651645447,5.187304787,2.297205989,35.63322255,2.229406374,5.246698795,7,8,285,1,0,180,3,93,18,1,0,0,1,0,0,0,0,0,0,0
41.8289379,87.8175915,8.737853471,0.740372102,4.193415531,4.436181298,2.345692357,5.790560795,0.242703717,33.71699714,0.339588453,4.043181271,41,18,34,2,0,48,4,919,31,2,0,0,0,0,0,0,0,1,0,0
37.6820336,88.6339725,5.757675451,3.730765717,4.501659339,7.070754722,5.976585808,2.46407842,4.286212982,32.73228898,4.54374783,2.121607446,2,1,3,1,1,3,38,3,9,56,0,0,0,0,0,0,0,0,1,0
42.6804177,83.1513316,8.97459948,5.426171692,3.587744164,0.349501746,2.59381254,7.439550656,4.946082424,38.44757125,4.756787293,8.288432821,6,2,1,492,1,69,0,12,26,0,0,0,0,1,0,0,0,0,0,0
41.4724482,87.0183816,8.11824654,1.409102334,3.344247415,3.725915126,1.925903992,5.335720182,1.117814137,34.4784226,1.103947494,4.375992894,36,19,107,2,0,103,3,855,33,0,0,0,0,0,0,0,0,1,0,0
42.2686971,83.4891911,8.524732576,5.011411536,3.086304153,0.206839991,2.335262586,6.917137798,4.563302322,38.06767788,4.391955256,7.798847759,6,2,3,491,1,81,0,12,26,0,0,0,0,1,0,0,0,0,0,0
41.5898888,87.5566792,8.416876834,0.888315316,3.841666127,4.221213066,2.248763604,5.509935789,0.588914795,33.9531873,0.657754426,4.047955824,41,18,48,2,0,63,4,915,31,2,0,0,0,0,0,0,0,1,0,0
41.7151036,86.1812155,8.123521068,2.265793819,2.945379397,2.854375203,1.274068195,5.594107737,1.870478733,35.33432991,1.756651705,5.194267946,18,16,153,2,0,216,3,564,37,0,0,0,0,0,0,1,0,0,0,0
38.3323593,85.7984629,4.754299127,4.044397064,1.682865436,4.765466645,4.576592713,2.367958297,4.235958354,35.56021228,4.359389092,4.679183018,4,1,246,2,0,1,30,6,7,1,0,0,1,0,0,0,0,0,0,0
41.0805826,85.6258411,7.393056362,2.819082894,2.106835977,2.598607547,1.831192827,5.051918497,2.557876961,35.83403367,2.500352675,5.357185274,4,6,289,5,0,139,3,52,11,1,0,0,1,0,0,0,0,0,0,0
46.3897673,84.585275,12.59965057,6.291175895,7.05646799,4.090951062,3.666226479,10.46146953,5.643626691,37.6336987,5.359279726,9.622705938,0,0,0,5,0,30,0,1,4,0,0,0,0,1,0,0,0,0,0,0
42.8830438,85.7610075,9.194276761,3.046424942,3.783990205,2.370558657,0.036333554,6.803392576,2.471157991,35.88020426,2.237939109,6.245193599,4,6,21,13,0,290,1,11,22,0,0,0,0,0,0,1,0,0,0,0
41.8912314,87.620641,8.720307503,0.939695401,4.075578098,4.232457248,2.142462204,5.81756015,0.420540522,33.91930148,0.375407222,4.220351802,34,18,37,2,0,68,4,893,30,2,0,0,0,0,0,0,0,1,0,0
40.7613149,73.9726805,12.53340634,14.46769778,10.57067432,9.607189223,11.95679169,13.54533888,14.11519314,47.44530656,13.97762325,16.60503479,2,1,8,4,2,10,4,29,3,5,0,0,0,0,0,0,0,1,0,0
34.0890219,117.6655541,33.27739491,30.14144045,33.63053711,35.24806632,33.12608662,31.0263972,30.64513727,5.668053713,30.86053167,27.60723349,2,0,9,1,0,5,3,7,1,6,0,0,1,0,0,0,0,0,0,0
41.7991961,87.7033671,8.666186094,0.822171365,4.084140925,4.327655688,2.25935339,5.740457448,0.359714501,33.82761603,0.404149247,4.096603205,39,18,37,2,0,57,4,910,31,2,0,0,0,0,0,0,0,1,0,0
42.3949046,88.1539866,9.390827754,1.024663147,4.807235413,4.727117669,2.472817836,6.41435366,0.481816891,33.44543781,0.359205357,4.297809959,30,14,14,2,0,22,5,895,26,2,0,0,0,0,0,0,0,1,0,0
41.7563997,87.6631991,8.611307294,0.838982546,4.026297702,4.294836046,2.246096445,5.691431711,0.413258609,33.86329686,0.46052155,4.092344118,39,18,38,2,0,59,4,910,31,2,0,0,0,0,0,0,0,1,0,0
41.4665228,87.0308806,8.116699548,1.396351798,3.350094929,3.73954243,1.938658203,5.330548745,1.108852814,34.46544407,1.097969389,4.362507035,37,19,106,2,0,102,3,855,33,0,0,0,0,0,0,0,0,1,0,0
42.3201326,83.4850246,8.57632055,5.024608514,3.136517481,0.156922096,2.325728037,6.964635269,4.571594561,38.07709886,4.397660582,7.825792512,6,2,3,491,1,84,0,12,26,0,0,0,0,1,0,0,0,0,0,0
38.3828346,85.7693078,4.794057666,4.025340858,1.629547717,4.707176472,4.525808014,2.425769889,4.208866914,35.5893231,4.329244306,4.703827148,4,1,247,2,0,1,25,6,7,1,0,0,1,0,0,0,0,0,0,0
42.7623827,84.5645563,8.972452807,4.092375204,3.429749027,1.175117223,1.179625437,6.95492595,3.574149321,37.05309956,3.369100072,7.119918723,9,4,24,474,1,248,1,16,40,0,0,0,0,0,0,1,0,0,0,0
39.8532946,86.192498,6.324122532,2.720726731,1.821264053,3.804268175,3.089268255,3.743081752,2.776987626,35.196614,2.86022423,4.401248146,9,2,355,1,0,12,13,23,9,1,0,0,1,0,0,0,0,0,0,0
42.9405407,85.6578061,9.236398184,3.164561892,3.803852129,2.280304673,0.083662451,6.875331815,2.588601478,35.98982182,2.354250226,6.360749589,4,5,20,26,0,293,1,12,25,0,0,0,0,0,0,0,0,0,1,0
42.4955962,83.5409266,8.745224114,5.00486074,3.288133987,0.117292688,2.232683966,7.095528445,4.534553655,38.04003896,4.351688617,7.857763946,6,2,3,492,1,90,1,12,26,0,0,0,0,1,0,0,0,0,0,0
37.9724203,100.8386581,16.97215772,12.87910361,16.44852509,17.98179167,15.88970161,14.24881973,13.39595289,20.52419617,13.61944302,10.41152521,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
41.7501839,87.6664923,8.606811839,0.83341087,4.025195912,4.299114724,2.252114695,5.685858852,0.412881918,33.85940235,0.464493598,4.085554644,39,18,38,2,0,59,4,913,31,2,0,0,0,0,0,0,0,1,0,0
42.2397913,89.0270387,9.637332135,1.027054044,5.424005721,5.604204687,3.359178344,6.520541087,1.035775317,32.5601293,1.149752909,3.756291192,38,13,12,2,0,8,2,898,25,2,0,0,0,0,0,0,0,1,0,0
42.6729527,83.0102876,8.987766382,5.561671188,3.63418436,0.465593961,2.734971095,7.501494975,5.0844244,38.58690751,4.89623422,8.409554361,6,2,1,491,1,64,0,13,26,0,0,0,0,1,0,0,0,0,0,0
42.2274613,89.0713834,9.647966588,1.04390172,5.454956361,5.649020925,3.405091596,6.524953915,1.074616587,32.51463829,1.193269723,3.728180236,38,13,12,2,0,8,2,897,25,2,0,0,0,0,0,0,0,1,0,0
42.0786944,86.4934951,8.549979512,2.045876566,3.423351561,3.090467021,1.124174969,5.936751496,1.553614307,35.05984942,1.38892043,5.165609767,28,19,93,2,0,213,3,777,40,0,0,0,0,0,0,1,0,0,0,0
43.0081368,84.1186714,9.220476764,4.595259817,3.688086937,0.878442025,1.619491189,7.334387284,4.067361231,37.52536336,3.855029861,7.627028555,9,3,3,493,1,202,1,13,37,0,0,0,0,1,0,0,0,0,0,0
41.563074,87.8931718,8.524729771,0.555181776,4.104194043,4.556151552,2.54312804,5.545531827,0.392162707,33.6156658,0.599840534,3.794244801,42,17,36,2,0,44,4,928,30,2,0,0,0,0,0,0,0,1,0,0
41.9870729,87.7785623,8.868538651,0.86926226,4.258755394,4.377445647,2.241608568,5.938675912,0.267964551,33.77230524,0.202808785,4.189088179,32,18,26,2,0,49,4,894,29,2,0,0,0,0,0,0,0,1,0,0
41.952558,87.7912428,8.841524244,0.836963337,4.247323279,4.393950256,2.267507939,5.907043866,0.249755098,33.75603562,0.228127977,4.154462438,33,18,27,2,0,49,4,896,29,2,0,0,0,0,0,0,0,1,0,0
41.8200139,87.6940839,8.681887678,0.840375394,4.089360992,4.315317767,2.241086008,5.759363026,0.361722649,33.8389565,0.389866233,4.118261561,38,18,37,2,0,57,4,903,30,2,0,0,0,0,0,0,0,1,0,0
41.9515104,88.1226624,8.973299766,0.623287402,4.512321388,4.723371424,2.572222823,5.975721809,0.086579258,33.42637482,0.321835566,3.949107393,35,14,17,2,0,24,4,912,26,2,0,0,0,0,0,0,0,1,0,0
39.6345462,86.0799279,6.08252935,2.940316137,1.660590942,3.87988875,3.292076845,3.544727382,3.015829547,35.30069056,3.10349598,4.462763944,8,2,347,3,0,3,13,22,9,1,0,0,1,0,0,0,0,0,0,0
42.2480931,83.1804333,8.542449656,5.312534815,3.176690533,0.329422385,2.638646205,7.048229287,4.869844881,38.37276301,4.700209955,8.066999417,6,2,1,491,1,63,0,13,26,0,0,0,0,1,0,0,0,0,0,0
40.8037082,73.9358345,12.58761296,14.50268182,10.61296935,9.636048712,11.98552313,13.5944526,14.14848527,47.48424363,14.01010816,16.64674934,2,1,8,4,2,10,4,29,4,5,0,0,0,0,0,0,0,1,0,0
31.5363996,97.1191095,12.92785225,13.15292627,14.87966344,17.51916027,16.09101441,11.38640168,13.79846263,25.189475,14.0813087,9.831185135,3,0,2,1,0,4,2,5,0,3,0,0,0,0,0,1,0,0,0,0
41.8640303,89.4985053,9.553301797,1.165859055,5.649695267,6.100880159,3.905662307,6.363051364,1.460186233,32.04910068,1.645973286,3.242555818,38,9,3,2,0,5,2,668,11,1,0,0,0,0,0,0,0,1,0,0
42.0455992,87.9421347,8.986054421,0.801189036,4.423536107,4.534269462,2.369734748,6.027620825,0.153674187,33.61598468,0.132685147,4.13270221,32,18,21,2,0,44,4,899,28,2,0,0,0,0,0,0,0,1,0,0
41.7654389,87.664432,8.620136832,0.841671418,4.032724756,4.294568009,2.242533927,5.700549592,0.408480373,33.86297022,0.451976317,4.098112464,39,18,38,2,0,59,4,909,31,2,0,0,0,0,0,0,0,1,0,0
39.8205501,88.8819353,7.518634441,1.650672994,4.461831199,6.062243777,4.408868046,4.269939784,2.268455285,32.50823983,2.547570897,1.895589661,41,1,17,1,1,4,4,115,13,53,0,0,0,0,0,0,0,1,0,0
41.9403819,88.1474821,8.973547058,0.601707678,4.52614809,4.749263133,2.599401376,5.970847996,0.10865778,33.40051144,0.347954113,3.925481212,35,14,17,2,0,22,4,914,26,2,0,0,0,0,0,0,0,1,0,0
42.1977116,83.1868382,8.491668853,5.29845825,3.127963568,0.360417983,2.64553479,7.001431998,4.860386069,38.36135543,4.693160598,8.039591274,6,2,1,491,1,60,0,13,26,0,0,0,0,1,0,0,0,0,0,0
41.7786557,87.7061789,8.648288285,0.810074122,4.074028274,4.333644718,2.271948055,5.720719911,0.364934288,33.82275373,0.421556209,4.079523861,41,18,37,2,0,57,4,916,31,2,0,0,0,0,0,0,0,1,0,0
42.9724501,85.8537821,9.296852587,3.011106295,3.900456118,2.478649439,0.134812549,6.879814846,2.423096902,35.79949968,2.181883048,6.235680157,4,5,18,8,0,293,1,10,22,0,0,0,0,0,0,1,0,0,0,0
42.3571149,83.2389742,8.642399929,5.273289176,3.254793542,0.21767512,2.556298445,7.114103674,4.819939801,38.3256543,4.644962095,8.062190756,6,2,1,491,1,71,0,12,26,0,0,0,0,1,0,0,0,0,0,0
42.4419714,83.3216582,8.715992681,5.208176415,3.304687392,0.108463136,2.458117358,7.148781864,4.746050747,38.25231391,4.566753558,8.026744118,6,2,1,491,1,72,0,12,26,0,0,0,0,0,0,0,0,0,1,0
40.1419295,88.2547879,7.434160709,1.276594753,3.892772398,5.357738612,3.742036306,4.285260973,1.797832066,33.15023198,2.05532202,2.596828691,47,7,41,1,1,2,7,527,14,6,0,0,0,0,0,0,0,1,0,0
43.0366939,85.6945249,9.336711407,3.180671209,3.906694715,2.337823279,0.134447907,6.964938893,2.594508236,35.96569777,2.35360909,6.396869933,4,5,17,24,0,298,1,7,25,0,0,0,0,0,0,1,0,0,0,0
41.7011442,86.21779,8.118064827,2.227678424,2.955878171,2.893336409,1.300282325,5.576880433,1.83580791,35.29660526,1.724993106,5.156241662,21,16,162,2,0,215,3,591,38,0,0,0,0,0,0,1,0,0,0,0
