Distance,DriverScore,LoaderScore,AssemblerScore,0 to 7,8 to 20,21 to 23,Time
69.23734071,49.64285714,95.57142857,170.2857143,1,0,0,4
56.12749685,75.64285714,2825.5,2822.285714,0,0,1,3
339.9202079,69.85714286,2242,2256.5,0,0,1,7
128.4508129,94.28571429,2354.714286,2457.357143,1,0,0,4
67.40656956,94.92857143,89.78571429,2456.857143,1,0,0,3
110.5218088,75.64285714,1049.785714,1073.857143,1,0,0,3
150.6113508,79.5,2824,2820.785714,1,0,0,4
74.51242005,87.85714286,1049.285714,1073.357143,1,0,0,3
1066.74303,85.42857143,2823.5,2820.285714,1,0,0,31
154.4487225,108.5714286,50.57142857,32.92857143,0,0,1,5
89.85754045,85.28571429,121.7142857,39.35714286,1,0,0,3
120.9274721,18.42857143,275.4285714,134.4285714,1,0,0,4
1170.411373,18.42857143,296.5,209.0714286,1,0,0,31
62.70559418,79.5,137.6428571,124.7857143,1,0,0,3
67.71578201,67.42857143,2822.5,2819.285714,1,0,0,3
451.762032,76.28571429,81.92857143,49.14285714,1,0,0,10
79.77653454,87.21428571,1048.785714,1072.857143,1,0,0,3
435.1268865,38.35714286,1112.428571,661.5714286,1,0,0,11
910.82766,84.64285714,2821,2817.785714,1,0,0,22
1343.155294,85.92857143,2240.5,2255,1,0,0,27
110.1632431,91.07142857,2353.214286,2455.357143,1,0,0,4
108.8270627,46.71428571,34.35714286,49.14285714,1,0,0,5
793.9412578,73.07142857,2820.5,2817.285714,1,0,0,18
116.3404914,70.5,2820,2816.785714,1,0,0,3
147.793507,87.85714286,1111.928571,661.0714286,1,0,0,5
79.48387911,84.64285714,2352.714286,2454.857143,1,0,0,3
103.3855485,56.21428571,2352.214286,2454.357143,1,0,0,3
82.89291524,89.78571429,2819.5,2816.285714,1,0,0,4
516.4694041,100.0714286,2240,2254.5,1,0,0,11
108.3329575,82.71428571,1047.285714,1071.357143,1,0,0,4
104.4651557,68.57142857,48.78571429,60.85714286,0,0,1,5
100.6487604,85.78571429,2819,2815.785714,1,0,0,3
344.607741,80.14285714,163.5,137.3571429,1,0,0,7
1513.094337,55.07142857,2239,91.71428571,1,0,0,32
310.7882104,76.78571429,346.3571429,365.2142857,1,0,0,9
550.4548719,94.28571429,2351.714286,2453.857143,1,0,0,14
89.99342515,71.64285714,81.28571429,63.42857143,1,0,0,3
571.4206151,86.57142857,356.5,247.8571429,1,0,0,12
78.01752791,36.92857143,2238.5,2253.5,1,0,0,3
1035.526397,80.78571429,2818,2814.785714,0,1,0,23
113.4842567,85.78571429,45.35714286,64.14285714,1,0,0,4
69.78066853,96.21428571,2351.214286,2453.357143,1,0,0,4
495.210219,81.78571429,1046.285714,1070.357143,0,0,1,10
169.1818852,88.5,1109.928571,561.4285714,1,0,0,5
597.0388407,71.78571429,743.7142857,478.8571429,1,0,0,18
83.75801171,99.42857143,2350.714286,2452.857143,1,0,0,3
1038.634703,97.5,2350.214286,2452.357143,1,0,0,20
754.2085187,73.71428571,2817,2813.785714,1,0,0,20
202.4917029,85.14285714,27.92857143,54.28571429,1,0,0,5
1171.126088,48.5,1109.428571,560.9285714,1,0,0,34
340.0745778,97.21428571,2816.5,2813.285714,1,0,0,8
1126.574209,94.28571429,2349.714286,2451.857143,1,0,0,24
140.0513524,65.35714286,121.2142857,40,0,0,1,5
138.9123992,91.07142857,2816,2812.785714,1,0,0,6
657.3360735,89.78571429,2349.214286,2451.357143,1,0,0,14
122.9859738,93.5,1045.785714,1069.857143,1,0,0,4
150.4990656,85.57142857,2814.5,2811.285714,1,0,0,4
329.6314937,81.28571429,1044.785714,1068.857143,1,0,0,7
285.728593,36.42857143,2236,2251.5,0,0,1,10
128.8223914,108.0714286,88.64285714,138.4285714,0,0,1,5
517.4045671,72.57142857,2814,2810.785714,0,1,0,10
66.84126416,92.5,2348.214286,2450.357143,1,0,0,3
51.73807469,54.42857143,743.2142857,478.3571429,1,0,0,3
71.68946589,3,2347.714286,290.9285714,1,0,0,4
194.2662126,28.92857143,1043.285714,1067.357143,1,0,0,5
86.8252494,87.35714286,1042.785714,1066.857143,1,0,0,4
1198.900464,77.57142857,322,208,1,0,0,23
177.1592339,75.14285714,1042.285714,1066.357143,1,0,0,5
108.3328831,75.78571429,62.78571429,38.85714286,0,0,1,4
101.5698211,87.35714286,32.28571429,36.92857143,1,0,0,3
65.24265043,79,137.1428571,124.2857143,1,0,0,3
167.291487,94.42857143,2347.214286,2449.857143,1,0,0,5
255.6289197,84.14285714,2811.5,2808.285714,1,0,0,8
56.30863041,21.14285714,742.2142857,477.8571429,1,0,0,3
108.6284273,8.285714286,158.2142857,108.3571429,1,0,0,4
134.688065,85.28571429,302.4285714,362.7142857,0,1,0,5
68.11084047,90.57142857,2811,2807.785714,1,0,0,3
112.2598964,48.64285714,1040.785714,1064.857143,1,0,0,4
75.69652209,17.92857143,85.21428571,44.92857143,1,0,0,3
57.48615735,84.78571429,13.78571429,60.21428571,1,0,0,3
1568.131319,88.78571429,104.0714286,182.5714286,1,0,0,46
148.9479994,99.57142857,2232,2247.5,1,0,0,5
730.301549,54.42857143,2231,2246.5,0,0,1,24
149.3550146,76.07142857,1104.928571,558.9285714,1,0,0,5
940.212374,63.42857143,740.7142857,476.8571429,1,0,0,26
322.7628125,55.85714286,353.5,361.7142857,1,0,0,8
77.18445884,89.28571429,2809,2805.785714,1,0,0,3
126.9721346,84.14285714,2230.5,2246,0,0,1,5
254.6747698,83.35714286,1040.285714,1064.357143,1,0,0,7
556.5412626,93,1039.785714,1063.857143,1,0,0,13
791.4224163,41.28571429,58.57142857,49.57142857,1,0,0,21
73.90521795,65.35714286,64.14285714,137.9285714,1,0,0,3
118.6963716,48,1103.928571,558.4285714,1,0,0,4
235.7968497,49.14285714,95.07142857,169.2857143,1,0,0,6
118.8007909,83.5,2229,2244.5,0,0,1,5
68.08782763,75.14285714,2807,2803.785714,1,0,0,3
519.3580942,85.28571429,62.35714286,63.14285714,0,0,1,13
719.9063629,50.35714286,175.6428571,182,1,0,0,17
72.24250896,74.5,73.85714286,72.57142857,1,0,0,3
179.77455,95.71428571,274.9285714,36,1,0,0,5
711.8883336,38.21428571,2805,2801.785714,1,0,0,18
108.6406777,84.64285714,32.57142857,53.78571429,1,0,0,4
570.5278432,71.28571429,1102.428571,556.9285714,1,0,0,11
217.8962798,62.64285714,2339.714286,2442.357143,1,0,0,7
114.2135016,93.78571429,2339.214286,2441.857143,1,0,0,4
76.28742264,67.14285714,82.35714286,136.9285714,1,0,0,4
74.57787645,79.85714286,94.57142857,107.8571429,1,0,0,4
222.1071092,71.78571429,2227.5,2243,1,0,0,8
361.3896335,93.78571429,152.7142857,127.5,0,0,1,9
55.63369178,73.21428571,2804,2800.785714,1,0,0,3
65.57332536,76.14285714,48.28571429,58.21428571,1,0,0,3
1408.707366,54.57142857,2225.5,2241,1,0,0,30
95.46036613,56.07142857,2338.714286,2440.857143,1,0,0,3
230.256536,84.14285714,2225,2240.5,1,0,0,7
152.5213851,55.71428571,2338.214286,2440.357143,1,0,0,6
660.7301059,79.64285714,162.5,136.8571429,1,0,0,16
557.0367494,79.14285714,2802.5,2799.285714,1,0,0,15
88.64231718,75.14285714,2802,2798.785714,1,0,0,4
213.528025,77.07142857,273.9285714,70,1,0,0,6
99.9005041,95.71428571,2337.714286,2439.857143,1,0,0,4
159.2610295,70,2801,2797.785714,1,0,0,5
440.8129064,85.92857143,739.2142857,476.3571429,1,0,0,12
263.8177877,92.35714286,203.6428571,268.7142857,1,0,0,7
1615.199568,51.21428571,2223.5,2239,0,0,1,30
99.57249738,72.28571429,2223,2238.5,0,0,1,4
4627.126868,36.78571429,1039.285714,1063.357143,0,1,0,107
393.7707006,5.285714286,40.64285714,38.35714286,0,0,1,12
467.7368615,38.07142857,16,43.85714286,0,0,1,13
228.0370538,75,11.57142857,23.42857143,1,0,0,7
363.3527267,79.5,2222,2237.5,0,0,1,9
464.7050685,53.92857143,81.85714286,2237,1,0,0,12
3762.375458,28.42857143,1038.785714,1062.857143,1,0,0,83
832.2479274,64.07142857,2221,2236,0,0,1,18
159.9441407,30.85714286,162,62.64285714,1,0,0,5
117.9418719,77.21428571,2800,2796.785714,0,0,1,4
884.1154919,35.92857143,2220.5,2235.5,1,0,0,29
143.342385,87,2799.5,2796.285714,0,0,1,4
253.6295405,73.21428571,33.85714286,2235,0,0,1,7
218.2704768,74.21428571,1038.285714,1062.357143,1,0,0,6
860.6332128,66.64285714,99.35714286,135.4285714,1,0,0,17
101.5350638,12.85714286,1037.785714,1061.857143,1,0,0,5
428.5832688,10.35714286,81.35714286,48.14285714,1,0,0,12
90.44020156,83.64285714,2334.714286,2436.857143,1,0,0,4
96.78926676,74.5,21.21428571,47.5,1,0,0,4
135.1594388,82.85714286,1037.285714,1061.357143,1,0,0,5
168.960119,78.57142857,738.2142857,473.4285714,1,0,0,5
164.5262872,48.64285714,94.07142857,168.2857143,1,0,0,4
144.6366877,86.21428571,2798,2794.785714,1,0,0,5
625.7139771,86.85714286,1036.785714,1060.857143,1,0,0,13
633.8839858,81.57142857,97.64285714,100.8571429,1,0,0,19
166.0175789,88.28571429,103.0714286,361.8571429,1,0,0,5
111.5692711,17.42857143,273.4285714,19.92857143,1,0,0,4
286.3156712,84.78571429,44.85714286,62.14285714,0,0,1,8
534.2157251,1.928571429,2797,2793.785714,1,0,0,17
156.8138325,93.21428571,2219,2234,1,0,0,6
587.2076628,93.28571429,2333.714286,2435.857143,1,0,0,13
92.82410309,92.5,1036.285714,1060.357143,1,0,0,3
551.3701684,75.78571429,2218.5,2233.5,1,0,0,19
1196.374377,54.07142857,2218,2233,1,0,0,26
